Estado,Año,Clasificación,Data,Fuente,Observaciones
Zacatecas,2021,CA,4T2021,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2022,COG,4T2022 ,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2022,COG,4T2022 ,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2022,COG,4T2022 ,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2022,COG,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2022,EA,4T2022 ,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2022,EA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2022,CF,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2022,CA,4T2022,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2023,COG,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2023,EA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Zacatecas,2023,CF,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Aguascalientes,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Baja California Sur,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Campeche,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chiapas,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Chihuahua,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Ciudad de México,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Coahuila ,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Colima,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Durango,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Estado de México,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guanajuato,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Guerrero,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Hidalgo,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Jalisco,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Michoacán,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Morelos,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nayarit,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Nuevo León,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Oaxaca,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Puebla,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Querétaro,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Quintana Roo,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
San Luis Potosí,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sinaloa,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Sonora,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tabasco,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tamaulipas,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Tlaxcala,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Veracruz,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
Yucatán,2023,CA,4T2023,"Cuenta Pública Estatal, procesados por Política Colectiva",-
